Date,DailyAverage,Sales,Tweets
2019-07-31,214.48000000000002,3609.43,10191
2019-08-01,215.86,4052.64,5972
2019-08-02,219.26,3445.1,5265
2019-08-03,221.53,2846.08,4363
2019-08-04,223.76,3736.93,4009
2019-08-05,229.645,2874.74,4908
2019-08-06,232.135,6715.91,4725
2019-08-10,208.49,2576.32,3650
2019-08-11,210.33999999999997,4385.11,3638
2019-08-13,207.945,3779.36,4449
2019-08-14,187.96,3931.39,4277
2019-08-15,187.255,3054.39,4256
2019-08-16,183.69,6119.77,4367
2019-09-04,174.3,1844.07,3783
2019-09-05,173.64,2570.41,3841
2019-09-06,168.975,4408.11,3601
2019-09-07,178.56,1557.97,3396
2019-09-08,180.88,1014.42,3290
2019-09-09,180.505,2819.87,3667
2019-09-10,181.06,1539.72,4014
2019-09-11,178.21499999999997,4502.86,3854
2019-09-12,180.825,5289.63,4229
2019-09-13,180.885,2479.87,3865
2019-09-14,188.885,1736.83,3397
2019-09-15,191.715,4509.0,3606
2019-09-16,197.8,3782.3,4515
2019-09-17,209.95999999999998,1995.37,4583
2019-09-18,208.165,3770.21,4314
2019-09-19,219.275,2777.33,4520
2019-09-20,219.3,1717.75,4428
2019-09-21,212.69,2126.88,3540
2019-09-22,210.14,905.86,3226
2019-09-23,201.495,4224.02,4044
2019-09-24,170.18,6637.38,4297
2019-09-25,168.01999999999998,2297.19,4238
2019-09-26,164.02999999999997,2299.74,3938
2019-09-27,173.555,1562.64,3882
2019-09-28,173.35000000000002,1788.05,3516
2019-09-29,169.10000000000002,1164.7,3650
2019-09-30,179.535,4028.81,4510
2019-10-01,176.05,2314.23,3797
2019-10-02,179.715,978.15,3513
2019-10-03,173.52,2181.33,3434
2019-10-04,175.305,1718.57,3327
2019-10-05,175.745,810.87,3532
2019-10-06,175.46,7028.44,3141
2019-10-07,182.12,2239.19,4045
2019-10-08,181.23000000000002,2802.27,4242
2019-10-09,192.51,2334.85,4426
2019-10-10,190.255,3172.24,4622
2019-10-11,182.18,1457.54,4516
2019-10-12,180.82999999999998,2779.16,3769
2019-10-13,181.75,1669.05,3706
2019-10-14,186.76999999999998,2827.96,4193
2019-10-15,180.305,1760.9,4525
2019-10-16,174.10000000000002,2167.45,3991
2019-10-17,176.98000000000002,3413.44,3714
2019-10-18,172.32,3139.06,3365
2019-10-19,170.75,3334.73,3221
2019-10-20,174.555,1960.19,3403
2019-10-21,174.0,4188.48,3275
2019-10-22,171.3,3058.35,3874
2019-10-23,161.495,1940.25,3813
2019-10-24,160.985,1521.61,3751
2019-10-25,187.01999999999998,2230.97,3962
2019-10-26,179.82,3142.11,3715
2019-10-27,186.28,3872.79,3129
2019-10-28,182.925,5201.85,3710
2019-10-29,190.07,4137.42,4693
2019-10-30,183.43,2422.83,4088
2019-10-31,182.055,6083.87,4026
2019-11-01,183.005,2345.98,3420
2019-11-02,183.285,2992.04,3428
2019-11-03,181.49,2294.41,3582
2019-11-04,186.02,2847.28,4158
2019-11-05,189.42000000000002,2273.07,3882
2019-11-06,190.755,4514.94,4159
2019-11-07,187.45,2742.82,3422
2019-11-08,184.32999999999998,4740.21,3196
2019-11-09,184.325,3766.78,3074
2019-11-10,189.575,1801.12,3065
2019-11-11,185.54,1115.64,3789
2019-11-12,186.42,1960.4,3573
2019-11-13,188.095,3588.66,3679
2019-11-14,183.62,2341.57,3658
2019-11-15,180.29000000000002,1010.9,4035
2019-11-16,182.76999999999998,15692.15,3536
2019-11-17,183.54500000000002,2431.87,3272
2019-11-18,178.01999999999998,2145.05,3759
2019-11-19,176.08999999999997,4172.31,5559
2019-11-20,175.10500000000002,7852.51,4708
2019-11-21,162.24,16145.53,4012
2019-11-22,148.49,81432.79,4443
2019-11-23,151.8,63963.01,3602
2019-11-24,139.765,61228.2,3232
2019-11-25,146.39499999999998,31167.17,3348
2019-11-26,146.60500000000002,36669.98,3539
2019-11-27,153.27,45569.5,4156
2019-11-28,151.76999999999998,49064.41,3137
2019-11-29,154.19,63339.91,3912
2019-11-30,149.39,47552.2,3119
2019-12-01,150.875,53926.89,3174
2019-12-02,149.245,35435.93,3678
2019-12-03,146.0,73586.47,3741
2019-12-04,145.62,33730.13,3638
2019-12-05,148.1,56198.94,3433
2019-12-06,148.92000000000002,31221.16,3141
2019-12-07,148.445,42733.2,3203
2019-12-08,151.03,35421.94,3404
2019-12-09,147.74,55022.45,3592
2019-12-10,145.88,31757.97,3201
2019-12-11,141.99,22733.71,3254
2019-12-12,144.9,18831.78,3032
2019-12-13,144.825,14687.5,3068
2019-12-14,141.22,20439.73,2683
2019-12-15,141.89499999999998,14903.94,2489
2019-12-16,132.16500000000002,15573.57,2995
2019-12-17,123.465,16917.98,2816
2019-12-18,130.59,14101.26,3134
2019-12-19,127.79499999999999,12123.99,3075
2019-12-20,128.095,13508.97,2523
2019-12-21,127.605,12213.74,2329
2019-12-22,133.56,11200.62,2571
2019-12-23,128.115,7001.76,2693
2019-12-24,126.97999999999999,14884.27,2466
2019-12-25,125.22,17030.41,2463
2019-12-26,126.02000000000001,33454.28,3040
2019-12-27,125.11000000000001,29199.41,2923
2019-12-28,128.055,23680.32,2605
2019-12-29,134.44,42260.95,2505
2019-12-30,131.645,27517.41,2799
2019-12-31,129.865,18726.27,2418
2020-01-01,129.82999999999998,31694.74,2161
2020-01-02,127.91999999999999,39567.18,3019
2020-01-03,133.86,29385.57,2750
2020-01-04,135.64499999999998,92069.49,2250
2020-01-05,137.535,45104.74,2321
2020-01-06,143.73000000000002,57129.09,2762
2020-01-07,145.25,56428.35,2861
2020-01-08,140.6,103577.19,2647
2020-01-09,137.26,23186.62,3260
2020-01-10,144.08999999999997,53580.34,3759
2020-01-11,143.22,30624.33,2808
2020-01-12,144.875,20308.2,2602
2020-01-13,146.925,24030.32,3126
2020-01-14,166.37,54118.03,3585
2020-01-15,163.13,26020.77,3644
2020-01-16,164.77,25242.02,3536
2020-01-17,170.86,61495.1,3482
2020-01-18,175.65,22162.35,3331
2020-01-19,166.005,15478.68,3264
2020-01-20,167.28500000000003,11889.0,3912
2020-01-21,168.97,29463.0,4214
2020-01-22,166.385,14532.62,3625
2020-01-23,160.76999999999998,80462.14,3629
2020-01-24,160.22500000000002,52250.15,3076
2020-01-25,160.655,12235.63,2930
2020-01-26,168.08999999999997,8311.85,2833
2020-01-27,171.9,21894.93,3146
2020-01-28,176.33999999999997,33620.14,3951
2020-01-29,172.85,19553.44,3844
2020-01-30,184.005,10166.76,3928
2020-01-31,181.765,42517.28,3507
2020-02-01,181.585,22187.18,3298
2020-02-02,191.18,10743.08,3924
2020-02-03,189.305,13788.11,4094
2020-02-04,189.195,59519.2,3989
2020-02-05,203.89999999999998,58513.26,4835
2020-02-06,217.02999999999997,186982.23,4277
2020-02-07,219.09,70658.21,4363
2020-02-08,225.95499999999998,27708.33,3934
2020-02-09,225.935,20928.75,4307
2020-02-10,220.82999999999998,27594.54,3940
2020-02-11,241.92000000000002,56444.84,4876
2020-02-12,269.72,44900.6,5840
2020-02-13,267.37,125195.7,6045
2020-02-14,283.26,37472.9,3995
2020-02-15,266.35,25864.11,3712
2020-02-16,251.68,41004.93,3174
2020-02-17,251.68,28557.41,4413
2020-02-18,280.155,68862.56,5403
2020-02-19,260.94500000000005,17931.86,4294
2020-02-20,258.92,32534.22,4128
2020-02-21,263.73,54275.28,4166
2020-02-22,264.57,43133.72,4822
2020-02-23,271.445,35816.89,4097
2020-02-24,263.625,39863.43,4748
2020-02-25,243.425,70301.37,3707
2020-02-26,217.44,43501.77,4174
2020-02-27,230.775,26256.08,4109
2020-02-28,229.62,59588.13,6553
2020-02-29,220.91,29980.81,4712
2020-03-01,219.06,28142.67,3433
2020-03-02,229.95499999999998,48618.59,4780
2020-03-03,225.66,84801.41,3540
2020-03-04,225.2,37125.41,4265
2020-03-05,229.2,23248.42,4149
2020-03-06,244.12,65597.45,3379
2020-03-07,233.525,41075.45,2936
2020-03-08,202.435,32042.13,3217
2020-03-09,202.365,27677.35,3012
2020-03-10,201.53,51247.36,3275
2020-03-11,189.175,43092.08,3044
2020-03-12,112.78,15827.35,4013
2020-03-13,132.15,44031.19,3492
2020-03-14,122.34,13203.94,2441
2020-03-15,122.57499999999999,14134.19,2234
2020-03-16,115.13499999999999,11811.64,2651
2020-03-17,116.3,32141.12,3001
2020-03-18,117.41,10937.93,2566
2020-03-19,135.66000000000003,21330.17,2479
2020-03-20,133.625,10269.49,2770
2020-03-21,133.255,26386.43,2575
2020-03-22,123.075,9116.09,2904
2020-03-23,135.565,8379.73,2652
2020-03-24,138.225,35307.08,2607
2020-03-25,136.58499999999998,22724.42,2713
2020-03-26,139.47,12725.93,2910
2020-03-27,128.89000000000001,16798.37,2498
2020-03-28,130.5,25363.83,3254
2020-03-29,126.235,13047.67,2748
2020-03-30,132.57,19336.5,2513
2020-03-31,132.335,43855.05,2682
2020-04-01,136.595,17821.67,2749
2020-04-02,141.56,13792.54,2575
2020-04-03,140.69,14337.57,2672
2020-04-04,144.35,16059.11,2814
2020-04-05,143.55,19929.56,2283
2020-04-06,171.68,25634.68,3413
2020-04-07,168.29,44519.45,4052
2020-04-08,171.525,20710.62,3163
2020-04-09,166.66,17834.51,2818
2020-04-10,159.055,18209.39,2801
2020-04-11,157.555,15226.8,3019
2020-04-12,154.68,15272.74,2920
2020-04-13,156.935,14228.76,3132
2020-04-14,158.035,21962.99,4488
2020-04-15,151.23000000000002,22052.03,3129
2020-04-16,171.665,17216.67,4429
2020-04-17,172.28,27791.54,3592
2020-04-18,186.52499999999998,14812.48,5103
2020-04-19,181.53,18229.66,5176
2020-04-20,171.675,22990.89,4023
2020-04-21,170.985,25178.42,5437
2020-04-22,183.985,20153.5,5296
2020-04-23,187.11,33450.86,5692
2020-04-24,186.85,21356.43,4233
2020-04-25,194.49,25314.87,3861
2020-04-26,197.745,35665.34,5986
2020-04-27,194.43,25697.29,4227
2020-04-28,197.795,19782.34,4309
2020-04-29,219.385,29970.45,4554
2020-04-30,208.175,21958.35,4570
2020-05-01,212.31,21046.54,6749
2020-05-02,216.175,20357.81,5369
2020-05-03,206.49,19307.98,5292
2020-05-04,206.765,27280.52,3923
2020-05-05,205.47500000000002,25692.55,4672
2020-05-06,202.64,15979.69,4393
2020-05-07,213.825,30177.3,3894
2020-05-08,212.08499999999998,24389.04,3870
2020-05-09,196.67000000000002,18711.41,4038
2020-05-10,196.67000000000002,19690.1,2760
2020-05-11,187.42000000000002,20427.74,3923
2020-05-12,190.39999999999998,41163.22,4661
2020-05-13,198.845,19422.81,4296
2020-05-14,200.835,44335.89,5462
2020-05-15,196.57999999999998,33693.63,3888
2020-05-16,201.125,56501.4,3445
2020-05-17,211.5,38493.59,3954
2020-05-18,212.57999999999998,54144.97,5434
2020-05-19,213.63,114605.85,5521
2020-05-20,210.405,99266.92,5284
2020-05-21,198.29000000000002,58885.1,5992
2020-05-22,209.19,63274.64,4502
2020-05-23,207.85,38458.78,3445
2020-05-24,200.855,78053.36,4564
2020-05-25,203.875,33131.75,5192
2020-05-26,201.6,55752.13,4945
2020-05-27,207.485,65233.81,4335
2020-05-28,222.32,44695.99,3474
2020-05-29,220.305,47264.16,5122
2020-05-30,240.59,24491.89,4695
2020-05-31,240.59,46150.32,3985
2020-06-01,247.275,38622.59,4614
2020-06-02,237.015,56056.43,4719
2020-06-03,244.86,40660.56,3716
2020-06-04,242.45499999999998,56583.77,4122
2020-06-05,239.87,28071.0,4207
2020-06-06,242.34,60214.58,4816
2020-06-07,244.2,27052.07,3361
2020-06-08,244.815,19026.69,6127
2020-06-09,244.10000000000002,42470.37,5477
2020-06-10,248.79000000000002,19337.15,5872
2020-06-11,231.405,21597.14,4404
2020-06-12,236.87,30966.76,3678
2020-06-13,237.935,23160.83,5230
2020-06-14,236.31,31153.2,5036
2020-06-15,231.325,41076.71,4998
2020-06-16,233.99,55486.1,5431
2020-06-17,233.88,36471.73,8035
2020-06-18,229.24,28274.68,5129
2020-06-19,229.87,41393.21,4513
2020-06-20,229.48000000000002,18490.39,3483
2020-06-21,231.07999999999998,22958.89,3878
2020-06-22,242.805,23310.06,5265
2020-06-23,244.44,33831.87,5223
2020-06-24,231.64,27104.37,4538
2020-06-25,232.365,21023.62,3298
2020-06-26,229.41500000000002,14123.07,3521
2020-06-27,219.79,26066.95,3164
2020-06-28,225.505,22163.38,4318
2020-06-29,227.76,18824.5,4349
2020-06-30,225.13,33834.15,3845
2020-07-01,231.32999999999998,26996.46,4544
2020-07-02,229.99,32829.5,4332
2020-07-03,225.845,16413.45,4064
2020-07-04,228.805,21005.04,4052
2020-07-05,227.87,16401.27,3666
2020-07-06,240.8,37123.87,5520
2020-07-07,240.14,29314.23,5571
2020-07-08,245.145,43388.29,5357
2020-07-09,241.07999999999998,84677.5,4253
2020-07-10,240.945,60698.5,10018
2020-07-11,240.23000000000002,29088.47,5952
2020-07-12,242.4,19404.07,5084
2020-07-13,239.365,16404.2,7493
2020-07-14,240.555,97598.96,5033
2020-07-15,238.725,49282.69,3792
2020-07-16,233.62,29622.14,4095
2020-07-17,232.88,79562.54,3609
2020-07-19,238.755,36023.29,3418
2020-07-20,236.58499999999998,33241.88,3521
2020-07-21,244.58499999999998,30455.46,4436
2020-07-22,264.03999999999996,59617.74,5609
2020-07-23,273.735,56706.26,7211
2020-07-24,281.84000000000003,58628.24,6596
2020-07-25,302.825,39312.85,7078
2020-07-26,320.045,16537.38,5901
2020-07-27,321.41499999999996,34285.51,6908
2020-07-28,315.725,26210.91,5404
2020-07-29,317.51,42839.14,7099
2020-07-30,332.70000000000005,126090.47,8472
2020-07-31,348.005,77828.02,6756
2020-08-01,395.44,41701.89,8828
2020-08-02,377.06,32627.01,12290
2020-08-03,393.935,40006.43,11558
2020-08-04,388.365,51510.83,9095
2020-08-05,399.045,44359.75,7857
2020-08-06,396.09000000000003,30370.82,10650
2020-08-07,379.525,98629.27,11080
2020-08-08,396.765,96470.59,6259
2020-08-09,394.12,52561.71,6486
2020-08-10,395.705,49518.32,6523
2020-08-11,376.57500000000005,47945.62,5735
2020-08-12,390.615,45168.29,6442
2020-08-13,424.15,60751.41,8445
2020-08-14,439.26,70538.9,8426
2020-08-15,428.655,28379.37,6443
2020-08-16,428.415,46673.27,5871
2020-08-17,430.89,27398.04,6165
2020-08-18,421.5,72123.47,5653
2020-08-19,410.905,53870.16,5234
2020-08-20,414.275,59191.88,5204
2020-08-21,384.075,84232.69,4887
2020-08-22,392.885,31756.08,5202
2020-08-23,390.755,116619.99,6153
2020-08-24,404.83,36066.88,6115
2020-08-25,382.695,59233.28,6068
2020-08-26,386.095,68535.47,7461
2020-08-27,384.175,78763.42,9005
2020-08-28,393.93,131330.7,6517
2020-08-29,402.625,37984.23,6138
2020-08-30,427.03499999999997,46167.24,5862
2020-08-31,436.73,44765.28,6420
2020-09-01,472.39,20180.0,12058
2020-09-02,452.24,42143.74,7617
2020-09-03,383.845,59807.39,6715
2020-09-04,389.5,98868.72,5321
2020-09-05,332.64,46819.78,5590
2020-09-06,351.17999999999995,99554.06,9573
2020-09-07,351.53999999999996,63164.92,9802
2020-09-08,335.99,78103.21,8913
2020-09-09,360.65999999999997,67558.46,5891
2020-09-10,364.83000000000004,61788.44,6306
2020-09-11,371.305,160061.45,7083
2020-09-12,385.94000000000005,110680.35,6739
2020-09-13,362.49,110657.81,9144
2020-09-14,378.155,213012.34,7276
2020-09-15,359.875,207999.3,8857
2020-09-16,373.97,50253.02,6985
2020-09-17,389.04499999999996,131163.2,8006
2020-09-18,383.445,152092.8,8422
2020-09-19,382.57,130875.99,8173
2020-09-20,372.265,158931.06,7237
2020-09-21,341.59,70221.55,5802
2020-09-22,342.645,177181.53,6579
2020-09-23,321.655,162597.46,6825
2020-09-24,347.875,701473.47,8710
2020-09-25,351.86,414688.34,11497
2020-09-26,357.74,503936.07,7610
2020-09-27,358.8,418468.44,6694
2020-09-28,353.775,782527.1,7340
2020-09-29,357.63,417189.02,5738
2020-09-30,361.07,231985.76,5677
2020-10-01,351.895,223797.2,8086
2020-10-02,346.21500000000003,273454.59,11339
2020-10-03,345.68499999999995,228713.75,7397
2020-10-04,353.07500000000005,255369.24,9397
2020-10-05,353.34000000000003,214744.01,8508
2020-10-06,337.36,224034.0,5192
2020-10-07,340.16999999999996,264312.53,11569
2020-10-08,349.805,231609.89,13049
2020-10-09,371.27,311789.4,14043
2020-10-10,371.18,186122.8,6577
2020-10-11,373.86,195112.55,8248
2020-10-12,384.695,210633.11,7241
2020-10-13,382.755,124694.62,8311
2020-10-14,377.32,142819.36,9095
2020-10-15,377.75,118372.58,8731
2020-10-16,365.73,107621.01,12522
2020-10-17,368.9,104700.51,15998
2020-10-18,376.275,86736.25,21066
2020-10-19,378.90999999999997,203126.83,19447
2020-10-20,373.44,151057.64,15321
2020-10-21,394.41999999999996,161459.91,8048
2020-10-22,412.78499999999997,375480.37,8587
2020-10-23,410.63,145993.3,6199
2020-10-24,413.275,95974.9,7755
2020-10-25,407.08500000000004,139875.47,9459
2020-10-26,393.615,164097.43,8140
2020-10-27,405.525,180772.73,6860
2020-10-28,389.93,183663.61,9320
2020-10-29,387.79,154167.43,8022
2020-10-30,384.08,131491.52,7375
2020-10-31,387.725,110393.27,5592
2020-11-01,400.14,142664.79,7593
2020-11-02,378.02,112687.54,11233
2020-11-03,384.83,98197.05,7229
2020-11-04,403.405,120193.21,6905
2020-11-05,427.995,160412.64,6444
2020-11-06,461.33,240742.31,7494
2020-11-07,437.75,110428.94,7694
2020-11-08,453.44,121755.32,6252
2020-11-09,445.6,108472.98,11813
2020-11-10,457.79499999999996,193988.14,8386
2020-11-11,458.365,143252.73,13481
2020-11-12,464.055,152131.63,9993
2020-11-13,472.67499999999995,208824.47,8850
2020-11-14,459.78499999999997,146891.35,10032
2020-11-15,448.53,176761.35,12977
2020-11-16,464.095,221083.46,10906
2020-11-17,488.45500000000004,117277.81,13800
2020-11-18,477.48,153208.28,6823
2020-11-19,479.515,176641.76,6267
2020-11-20,511.66,131955.74,9980
2020-11-21,549.2,204236.49,10578
2020-11-22,568.62,118251.18,9386
2020-11-23,610.1949999999999,182699.15,10300
2020-11-24,593.5350000000001,144166.96,7888
2020-11-25,544.595,143946.3,5570
2020-11-26,522.78,110858.81,6361
2020-11-27,515.045,145682.65,8541
2020-11-28,537.145,102543.99,7852
2020-11-29,584.135,91837.17,8112
2020-11-30,609.6800000000001,153848.59,11239
2020-12-01,586.1800000000001,422451.74,12445
2020-12-02,594.5699999999999,145272.92,7720
2020-12-03,610.395,148842.86,7394
2020-12-04,570.5450000000001,126707.62,6567
2020-12-05,600.995,134618.06,4615
2020-12-06,597.3599999999999,141594.69,7304
2020-12-07,588.965,181894.11,7295
2020-12-08,549.755,119901.0,8204
2020-12-09,570.3399999999999,79904.87,12365
2020-12-10,550.6949999999999,104132.79,7850
2020-12-11,549.94,136240.58,5867
2020-12-12,566.46,131538.89,5604
2020-12-13,586.855,114453.01,7473
2020-12-14,591.31,146707.05,6330
2020-12-15,585.025,106411.4,5034
2020-12-16,643.69,101421.7,12192
2020-12-17,642.105,99129.7,10518
2020-12-18,652.7349999999999,253253.56,13693
2020-12-19,649.6949999999999,175991.54,10850
2020-12-20,641.29,188248.61,8331
2020-12-21,608.685,455174.41,8956
2020-12-22,628.235,517072.61,6283
2020-12-23,576.41,507203.73,7519
2020-12-24,610.275,302078.86,6321
2020-12-25,629.125,260553.31,5274
2020-12-26,643.75,320732.13,7737
2020-12-27,700.2850000000001,253654.51,11866
2020-12-28,715.005,181438.97,11910
2020-12-29,736.615,221817.8,6686
2020-12-30,742.63,446967.86,6759
2020-12-31,739.49,245937.36,6848
2021-01-01,724.2149999999999,303926.79,6939
2021-01-02,775.46,240056.82,8771
2021-01-03,994.8,300975.57,19081
2021-01-04,1061.1799999999998,350287.01,20818
2021-01-05,1096.7150000000001,808272.38,12811
2021-01-06,1202.4650000000001,536268.33,13526
2021-01-07,1150.0,572550.51,11368
2021-01-08,1202.915,524596.75,10659
2021-01-09,1308.005,633467.49,9498
2021-01-10,1141.8249999999998,509911.32,12392
2021-01-11,1071.595,433905.06,14501
2021-01-12,1024.5149999999999,601412.25,10584
2021-01-13,1116.2849999999999,787745.05,9061
2021-01-14,1229.88,702445.95,9367
2021-01-15,1177.92,731217.34,16638
2021-01-16,1230.1399999999999,1221121.66,9089
2021-01-17,1215.31,1302702.3,9528
2021-01-18,1298.185,605312.84,11562
2021-01-19,1364.085,2209666.14,30134
2021-01-20,1340.9650000000001,1554992.79,14704
2021-01-21,1115.48,2345507.47,14809
2021-01-22,1228.8600000000001,2705918.35,10661
2021-01-23,1268.8850000000002,3432098.27,9344
2021-01-24,1430.4250000000002,7310669.8,13600
2021-01-25,1338.73,5566314.6,18718
2021-01-26,1335.965,3174797.95,12601
2021-01-27,1256.49,4198356.86,13422
2021-01-28,1330.9099999999999,3667812.63,14092
2021-01-29,1366.72,1988523.57,14839
2021-01-30,1366.25,2724529.16,12159
2021-01-31,1300.8449999999998,2888057.2,9987
2021-02-01,1385.845,4988608.22,12505
2021-02-02,1535.2849999999999,7416815.19,23049
2021-02-03,1664.68,4400832.66,22956
2021-02-04,1620.445,4145866.35,18854
2021-02-05,1697.22,3322576.43,19705
2021-02-06,1640.27,5401007.51,16662
2021-02-07,1597.8400000000001,3587324.67,13541
2021-02-08,1738.64,3793674.85,15271
2021-02-09,1792.025,3598154.83,20495
2021-02-10,1725.645,3309326.22,15824
2021-02-11,1773.9499999999998,2239329.76,12603
2021-02-12,1856.04,3484886.67,14288
2021-02-13,1823.115,5989228.67,12381
2021-02-14,1736.365,8448037.72,12313
2021-02-15,1786.56,7238901.27,14203
2021-02-16,1759.935,1.275211321E7,18965
2021-02-17,1882.675,1.195816362E7,17016
2021-02-18,1921.98,1.679327537E7,17809
2021-02-19,1982.48,2.731013394E7,13291
2021-02-20,1920.26,2.161692287E7,17689
2021-02-21,1886.13,4.562288563E7,10868
2021-02-22,1695.53,5.554876394E7,15010
2021-02-23,1578.9,2.450435507E7,16288
2021-02-24,1622.075,1.851351728E7,12805
2021-02-25,1487.905,1.072379429E7,11221
2021-02-26,1477.835,1.242538278E7,12095
2021-02-27,1417.5349999999999,1.832227165E7,11924
2021-02-28,1433.46,1.696531559E7,11789
2021-03-01,1558.6750000000002,1.396430225E7,11864
2021-03-02,1512.3600000000001,1.420889029E7,11059
2021-03-03,1579.815,1.634445031E7,13188
2021-03-04,1494.055,9896854.72,10699
2021-03-05,1534.83,1.258980278E7,12095
2021-03-06,1662.37,1.088014291E7,9476
2021-03-07,1731.295,4228398.52,14052
2021-03-08,1833.9299999999998,6327820.1,13060
2021-03-09,1817.74,1.823440321E7,13572
2021-03-10,1790.375,2.417997029E7,12506
2021-03-11,1819.1100000000001,2.610185958E7,16141
2021-03-12,1748.88,1.524977523E7,18020
2021-03-13,1911.205,1.508317751E7,17682
2021-03-14,1867.0,1.326179909E7,14700
2021-03-15,1759.5149999999999,1.129904802E7,14038
2021-03-16,1787.79,1.432584634E7,15452
2021-03-17,1831.085,1.189181807E7,12552
2021-03-18,1792.15,1.256384555E7,15854
2021-03-19,1818.455,1.471284443E7,17158
2021-03-20,1796.135,1.21812211E7,12673
2021-03-21,1770.105,1.408969988E7,13575
2021-03-22,1690.645,1.00374222E7,20654
2021-03-23,1668.5549999999998,1.121861249E7,16517
2021-03-24,1573.6,1.409561809E7,15197
2021-03-25,1607.32,1.093997638E7,18323
2021-03-26,1702.3400000000001,8707769.16,15693
2021-03-27,1708.69,7626850.87,12069
2021-03-28,1689.6750000000002,7321951.97,11965
2021-03-29,1807.88,8949221.32,22005
2021-03-30,1839.4699999999998,1.094929133E7,15532
2021-03-31,1929.085,6323375.24,18808
2021-04-01,1980.145,7070923.04,8591
